city,country,observation_timestamp,temp_avg_c,humidity_pct,pressure_hpa,wind_speed_kmh,wind_direction,rain_tomorrow
Tunisia,TN,2026-05-03 14:00:00+00,25.73,29,1018,6.26,S,f
Cairo,EG,2026-05-03 13:00:00+00,23.42,49,1012,31.50,NW,t
Riyadh,SA,2026-05-03 13:00:00+00,37.77,8,1008,17.35,N,f
Dubai,AE,2026-05-03 13:00:00+00,35.96,28,1005,24.08,W,f
Baghdad,IQ,2026-05-03 13:00:00+00,37.95,13,1005,18.50,S,f
Beirut,LB,2026-05-03 13:00:00+00,16.88,84,1009,27.58,W,t
Amman,JO,2026-05-03 13:00:00+00,24.05,41,1008,38.88,W,t
Kuwait City,KW,2026-05-03 13:00:00+00,31.55,52,1006,0.68,SE,t
Doha,QA,2026-05-03 13:00:00+00,33.99,31,1006,22.21,NNE,f
Casablanca,MA,2026-05-03 13:00:00+00,22.02,64,1016,12.96,N,t
Tunisia,TN,2026-05-03 13:00:00+00,25.05,31,1019,6.98,SSE,f
Cairo,EG,2026-05-03 12:00:00+00,24.42,46,1012,35.17,WNW,t
Riyadh,SA,2026-05-03 12:00:00+00,37.96,8,1008,17.60,N,f
Dubai,AE,2026-05-03 12:00:00+00,37.96,28,1006,20.38,WNW,f
Baghdad,IQ,2026-05-03 12:00:00+00,36.95,13,1005,14.83,SSW,f
Beirut,LB,2026-05-03 12:00:00+00,19.10,78,1008,18.58,W,t
Amman,JO,2026-05-03 12:00:00+00,25.05,29,1008,42.59,W,t
Kuwait City,KW,2026-05-03 12:00:00+00,30.44,62,1006,0.54,NNE,t
Doha,QA,2026-05-03 12:00:00+00,37.99,25,1006,16.67,E,f
Casablanca,MA,2026-05-03 12:00:00+00,22.02,60,1017,7.42,NNE,f
Tunisia,TN,2026-05-03 12:00:00+00,23.99,34,1020,6.62,SSE,f
Cairo,EG,2026-05-03 11:00:00+00,26.42,36,1011,27.79,W,t
Riyadh,SA,2026-05-03 11:00:00+00,37.91,8,1009,16.27,NNW,f
Dubai,AE,2026-05-03 11:00:00+00,40.96,14,1006,18.50,NW,f
Baghdad,IQ,2026-05-03 11:00:00+00,35.95,14,1006,16.67,SSW,f
Beirut,LB,2026-05-03 11:00:00+00,20.21,72,1007,10.30,NW,t
Amman,JO,2026-05-03 11:00:00+00,25.05,29,1007,35.17,WSW,t
Kuwait City,KW,2026-05-03 11:00:00+00,30.44,63,1007,2.84,ENE,t
Doha,QA,2026-05-03 11:00:00+00,37.99,25,1006,12.96,ENE,f
Casablanca,MA,2026-05-03 11:00:00+00,20.19,68,1017,7.42,NNE,t
Tunisia,TN,2026-05-03 11:00:00+00,22.64,39,1021,6.34,SSE,f
Cairo,EG,2026-05-03 10:00:00+00,26.42,34,1010,22.21,W,f
Riyadh,SA,2026-05-03 10:00:00+00,37.51,8,1010,15.80,NNW,f
Dubai,AE,2026-05-03 10:00:00+00,41.96,12,1007,20.38,NNW,f
Baghdad,IQ,2026-05-03 10:00:00+00,35.95,15,1006,22.21,SSW,f
Beirut,LB,2026-05-03 10:00:00+00,21.32,72,1007,12.42,NNW,t
Amman,JO,2026-05-03 10:00:00+00,25.05,31,1007,29.63,WSW,t
Kuwait City,KW,2026-05-03 10:00:00+00,30.44,61,1008,3.17,ENE,t
Doha,QA,2026-05-03 10:00:00+00,36.99,26,1007,14.83,NE,f
Casablanca,MA,2026-05-03 10:00:00+00,20.96,64,1017,3.71,N,t
Tunisia,TN,2026-05-03 10:00:00+00,21.26,45,1021,8.60,SE,f
Cairo,EG,2026-05-03 09:00:00+00,24.42,35,1010,22.21,W,t
Riyadh,SA,2026-05-03 09:00:00+00,36.84,9,1011,15.95,NNW,f
Dubai,AE,2026-05-03 09:00:00+00,40.96,12,1007,16.67,NNW,f
Baghdad,IQ,2026-05-03 09:00:00+00,32.95,27,1007,18.50,SSW,f
Beirut,LB,2026-05-03 09:00:00+00,23.54,70,1006,14.90,NNW,t
Amman,JO,2026-05-03 09:00:00+00,25.05,27,1007,24.08,SW,t
Kuwait City,KW,2026-05-03 09:00:00+00,30.99,51,1008,0.86,WSW,t
Doha,QA,2026-05-03 09:00:00+00,34.99,29,1008,18.50,NNE,t
Casablanca,MA,2026-05-03 09:00:00+00,19.04,75,1017,3.71,N,t
Tunisia,TN,2026-05-03 09:00:00+00,19.84,53,1022,10.44,SE,f
Cairo,EG,2026-05-03 08:00:00+00,23.42,43,1010,20.38,WSW,f
Riyadh,SA,2026-05-03 08:00:00+00,35.84,10,1012,16.96,NNW,f
Dubai,AE,2026-05-03 08:00:00+00,39.96,15,1008,11.12,NW,f
Baghdad,IQ,2026-05-03 08:00:00+00,30.95,33,1007,16.67,S,f
Beirut,LB,2026-05-03 08:00:00+00,24.10,72,1006,12.17,NNE,t
Amman,JO,2026-05-03 08:00:00+00,25.05,22,1007,22.21,WSW,f
Kuwait City,KW,2026-05-03 08:00:00+00,29.32,57,1009,3.35,WSW,t
Doha,QA,2026-05-03 08:00:00+00,33.99,36,1008,16.67,NNE,f
Casablanca,MA,2026-05-03 08:00:00+00,18.07,77,1017,3.71,N,t
Tunisia,TN,2026-05-03 08:00:00+00,18.34,62,1022,11.12,ESE,f
Cairo,EG,2026-05-03 07:00:00+00,21.42,52,1010,9.25,W,t
Riyadh,SA,2026-05-03 07:00:00+00,34.14,12,1012,18.22,NNW,t
Dubai,AE,2026-05-03 07:00:00+00,36.96,26,1008,5.54,N,f
Baghdad,IQ,2026-05-03 07:00:00+00,30.95,30,1007,16.67,S,f
Beirut,LB,2026-05-03 07:00:00+00,21.16,78,1006,21.60,NNE,t
Amman,JO,2026-05-03 07:00:00+00,24.05,23,1007,18.50,SSW,f
Kuwait City,KW,2026-05-03 07:00:00+00,30.44,49,1009,4.46,WSW,t
Doha,QA,2026-05-03 07:00:00+00,36.16,21,1008,7.42,S,f
Casablanca,MA,2026-05-03 07:00:00+00,17.02,82,1017,3.71,N,f
Tunisia,TN,2026-05-03 07:00:00+00,17.02,69,1022,11.63,ESE,f
Cairo,EG,2026-05-03 06:00:00+00,21.42,52,1009,9.25,W,t
Riyadh,SA,2026-05-03 06:00:00+00,32.14,14,1013,18.54,NNW,f
Dubai,AE,2026-05-03 06:00:00+00,35.96,28,1008,3.71,N,t
Baghdad,IQ,2026-05-03 06:00:00+00,27.95,36,1007,20.38,SSE,t
Beirut,LB,2026-05-03 06:00:00+00,20.61,82,1006,27.65,N,t
Amman,JO,2026-05-03 06:00:00+00,22.86,26,1007,31.00,SW,f
Kuwait City,KW,2026-05-03 06:00:00+00,28.21,60,1008,4.50,SW,t
Doha,QA,2026-05-03 06:00:00+00,34.57,26,1008,9.25,SW,f
Casablanca,MA,2026-05-03 06:00:00+00,17.02,82,1017,1.84,N,f
Tunisia,TN,2026-05-03 06:00:00+00,15.69,79,1022,12.56,E,f
Cairo,EG,2026-05-03 05:00:00+00,19.42,63,1009,11.12,NW,t
Riyadh,SA,2026-05-03 05:00:00+00,30.48,16,1013,17.28,NNW,t
Dubai,AE,2026-05-03 05:00:00+00,31.96,37,1008,9.25,SSE,f
Baghdad,IQ,2026-05-03 05:00:00+00,23.95,46,1007,12.96,SE,t
Beirut,LB,2026-05-03 05:00:00+00,20.17,84,1006,33.73,NNW,t
Amman,JO,2026-05-03 05:00:00+00,20.05,26,1007,9.25,WSW,f
Kuwait City,KW,2026-05-03 05:00:00+00,29.88,53,1009,8.32,SW,t
Doha,QA,2026-05-03 05:00:00+00,32.16,32,1008,12.96,S,f
Casablanca,MA,2026-05-03 05:00:00+00,17.02,82,1016,1.84,N,f
Tunisia,TN,2026-05-03 05:00:00+00,15.36,79,1021,10.84,E,f
Cairo,EG,2026-05-03 04:00:00+00,19.42,72,1009,3.71,NE,t
Riyadh,SA,2026-05-03 04:00:00+00,28.41,18,1012,15.91,NNW,t
Dubai,AE,2026-05-03 04:00:00+00,30.96,40,1008,9.25,S,f
Baghdad,IQ,2026-05-03 04:00:00+00,24.95,41,1007,18.50,SE,t
Beirut,LB,2026-05-03 04:00:00+00,21.88,83,1005,38.23,N,t
Amman,JO,2026-05-03 04:00:00+00,19.05,24,1007,11.12,W,f
Kuwait City,KW,2026-05-03 04:00:00+00,27.66,62,1009,11.92,SW,t
Doha,QA,2026-05-03 04:00:00+00,27.94,57,1008,3.71,N,t
Casablanca,MA,2026-05-03 04:00:00+00,17.02,82,1016,1.84,N,f
Tunisia,TN,2026-05-03 04:00:00+00,15.37,82,1021,13.43,ENE,f
Cairo,EG,2026-05-03 03:00:00+00,19.42,72,1008,9.25,NE,t
Riyadh,SA,2026-05-03 03:00:00+00,27.10,20,1012,11.41,NNW,t
Dubai,AE,2026-05-03 03:00:00+00,29.96,42,1008,7.42,S,t
Baghdad,IQ,2026-05-03 03:00:00+00,23.95,46,1007,14.83,ESE,t
Beirut,LB,2026-05-03 03:00:00+00,18.54,85,1005,38.56,N,t
Amman,JO,2026-05-03 03:00:00+00,19.05,27,1006,9.25,SW,f
Kuwait City,KW,2026-05-03 03:00:00+00,26.55,56,1008,11.45,SSW,t
Doha,QA,2026-05-03 03:00:00+00,27.97,54,1007,5.54,NNE,t
Casablanca,MA,2026-05-03 03:00:00+00,16.85,77,1016,3.71,N,t
Tunisia,TN,2026-05-03 03:00:00+00,15.97,78,1021,11.92,ENE,f
Cairo,EG,2026-05-03 02:00:00+00,19.42,72,1008,12.96,NNE,t
Riyadh,SA,2026-05-03 02:00:00+00,26.82,18,1011,7.24,NNW,f
Dubai,AE,2026-05-03 02:00:00+00,31.96,40,1007,7.42,WSW,f
Baghdad,IQ,2026-05-03 02:00:00+00,24.95,44,1007,12.96,SE,t
Beirut,LB,2026-05-03 02:00:00+00,19.65,81,1006,34.85,N,t
Amman,JO,2026-05-03 02:00:00+00,21.05,19,1006,11.12,SE,f
Kuwait City,KW,2026-05-03 02:00:00+00,26.55,47,1008,13.75,SSW,t
Doha,QA,2026-05-03 02:00:00+00,28.16,47,1007,3.71,NNW,t
Casablanca,MA,2026-05-03 02:00:00+00,17.02,82,1016,3.71,N,f
Tunisia,TN,2026-05-03 02:00:00+00,16.37,78,1022,13.61,ENE,f
Cairo,EG,2026-05-03 01:00:00+00,19.42,68,1008,14.83,NE,t
Riyadh,SA,2026-05-03 01:00:00+00,26.78,19,1010,6.52,NNW,f
Dubai,AE,2026-05-03 01:00:00+00,31.96,40,1006,11.12,W,f
Baghdad,IQ,2026-05-03 01:00:00+00,26.95,36,1007,12.96,E,t
Beirut,LB,2026-05-03 01:00:00+00,19.62,80,1007,30.64,N,t
Amman,JO,2026-05-03 01:00:00+00,21.05,26,1007,7.42,ESE,f
Kuwait City,KW,2026-05-03 01:00:00+00,27.66,46,1007,12.92,SSW,f
Doha,QA,2026-05-03 01:00:00+00,28.97,41,1006,5.54,ESE,t
Casablanca,MA,2026-05-03 01:00:00+00,17.02,77,1017,5.54,NE,f
Tunisia,TN,2026-05-03 01:00:00+00,16.62,78,1022,16.81,ENE,f
Cairo,EG,2026-05-03 00:00:00+00,20.42,64,1008,18.50,NE,t
Riyadh,SA,2026-05-03 00:00:00+00,27.46,19,1010,7.56,NNW,f
Dubai,AE,2026-05-03 00:00:00+00,31.96,35,1006,9.25,WSW,f
Baghdad,IQ,2026-05-03 00:00:00+00,26.95,41,1006,14.83,E,t
Beirut,LB,2026-05-03 00:00:00+00,19.81,72,1005,29.74,N,t
Amman,JO,2026-05-03 00:00:00+00,19.05,32,1007,7.42,WSW,t
Kuwait City,KW,2026-05-03 00:00:00+00,27.66,45,1007,12.24,S,t
Doha,QA,2026-05-03 00:00:00+00,28.57,46,1006,1.84,N,t
Casablanca,MA,2026-05-03 00:00:00+00,17.02,77,1018,3.71,N,f
Tunisia,TN,2026-05-03 00:00:00+00,16.89,75,1022,20.70,E,f
Cairo,EG,2026-05-02 23:00:00+00,20.42,64,1008,20.38,NNE,t
Riyadh,SA,2026-05-02 23:00:00+00,28.03,17,1009,13.72,NNW,f
Dubai,AE,2026-05-02 23:00:00+00,31.96,35,1006,5.54,S,f
Baghdad,IQ,2026-05-02 23:00:00+00,26.95,41,1006,11.12,E,t
Beirut,LB,2026-05-02 23:00:00+00,20.37,66,1005,27.11,NNE,t
Amman,JO,2026-05-02 23:00:00+00,19.05,34,1007,0.00,N,t
Kuwait City,KW,2026-05-02 23:00:00+00,27.66,44,1006,12.85,S,t
Doha,QA,2026-05-02 23:00:00+00,29.97,40,1006,7.42,SE,t
Casablanca,MA,2026-05-02 23:00:00+00,18.07,72,1018,5.54,NNE,f
Tunisia,TN,2026-05-02 23:00:00+00,17.42,70,1023,22.46,E,f
Cairo,EG,2026-05-02 22:00:00+00,21.42,56,1008,29.63,NE,t
Riyadh,SA,2026-05-02 22:00:00+00,28.87,14,1010,12.92,NNW,t
Dubai,AE,2026-05-02 22:00:00+00,32.96,31,1006,12.96,W,f
Baghdad,IQ,2026-05-02 22:00:00+00,27.95,36,1006,16.67,ENE,t
Beirut,LB,2026-05-02 22:00:00+00,24.10,69,1006,27.94,NNE,t
Amman,JO,2026-05-02 22:00:00+00,20.05,30,1008,5.54,E,t
Kuwait City,KW,2026-05-02 22:00:00+00,27.66,42,1006,13.28,S,t
Doha,QA,2026-05-02 22:00:00+00,29.97,38,1006,7.42,SSE,t
Casablanca,MA,2026-05-02 22:00:00+00,18.07,72,1018,5.54,NE,f
Tunisia,TN,2026-05-02 22:00:00+00,17.83,65,1023,23.83,E,f
Cairo,EG,2026-05-02 21:00:00+00,22.42,53,1008,31.50,NNE,t
Riyadh,SA,2026-05-02 21:00:00+00,29.59,13,1010,11.16,NNW,t
Dubai,AE,2026-05-02 21:00:00+00,32.96,29,1006,11.12,W,f
Baghdad,IQ,2026-05-02 21:00:00+00,28.95,32,1007,16.67,ENE,t
Beirut,LB,2026-05-02 21:00:00+00,22.99,71,1007,31.00,NNE,t
Amman,JO,2026-05-02 21:00:00+00,20.05,28,1008,7.42,ENE,t
Kuwait City,KW,2026-05-02 21:00:00+00,27.66,51,1006,14.51,SSE,t
Doha,QA,2026-05-02 21:00:00+00,29.97,36,1006,3.71,N,t
Casablanca,MA,2026-05-02 21:00:00+00,18.07,72,1019,7.42,N,f
Tunisia,TN,2026-05-02 21:00:00+00,18.27,59,1023,27.76,E,f
Cairo,EG,2026-05-02 20:00:00+00,22.42,49,1008,33.34,N,t
Riyadh,SA,2026-05-02 20:00:00+00,30.30,13,1010,12.02,NNW,f
Dubai,AE,2026-05-02 20:00:00+00,32.96,27,1007,11.12,W,f
Baghdad,IQ,2026-05-02 20:00:00+00,28.95,34,1008,16.67,NE,t
Beirut,LB,2026-05-02 20:00:00+00,22.43,73,1009,23.08,N,t
Amman,JO,2026-05-02 20:00:00+00,21.05,35,1008,7.42,E,t
Kuwait City,KW,2026-05-02 20:00:00+00,27.10,56,1007,15.95,SE,t
Doha,QA,2026-05-02 20:00:00+00,30.38,36,1007,5.54,E,t
Casablanca,MA,2026-05-02 20:00:00+00,18.07,72,1018,7.42,NE,f
Tunisia,TN,2026-05-02 20:00:00+00,18.88,54,1022,29.84,E,f
Cairo,EG,2026-05-02 19:00:00+00,23.42,46,1008,35.17,N,t
Riyadh,SA,2026-05-02 19:00:00+00,31.19,12,1009,12.78,NW,f
Dubai,AE,2026-05-02 19:00:00+00,33.96,26,1007,11.12,W,f
Baghdad,IQ,2026-05-02 19:00:00+00,29.95,32,1007,12.96,NE,t
Beirut,LB,2026-05-02 19:00:00+00,21.88,73,1009,20.59,NNW,t
Amman,JO,2026-05-02 19:00:00+00,22.05,30,1008,0.00,N,t
Kuwait City,KW,2026-05-02 19:00:00+00,26.55,61,1007,14.26,SE,t
Doha,QA,2026-05-02 19:00:00+00,30.97,36,1007,11.12,E,f
Casablanca,MA,2026-05-02 19:00:00+00,19.13,63,1017,9.25,NE,t
Tunisia,TN,2026-05-02 19:00:00+00,19.77,47,1022,29.74,E,f
Cairo,EG,2026-05-02 18:00:00+00,24.42,38,1007,38.88,N,t
Riyadh,SA,2026-05-02 18:00:00+00,32.06,12,1009,14.72,NW,f
Dubai,AE,2026-05-02 18:00:00+00,34.96,21,1007,9.25,W,f
Baghdad,IQ,2026-05-02 18:00:00+00,29.95,35,1007,12.96,NNE,t
Beirut,LB,2026-05-02 18:00:00+00,21.88,71,1009,20.59,N,t
Amman,JO,2026-05-02 18:00:00+00,23.05,27,1009,0.00,N,t
Kuwait City,KW,2026-05-02 18:00:00+00,27.10,58,1007,15.30,SE,t
Doha,QA,2026-05-02 18:00:00+00,30.97,30,1007,9.25,E,f
Casablanca,MA,2026-05-02 18:00:00+00,19.13,63,1017,12.96,NNE,t
Tunisia,TN,2026-05-02 18:00:00+00,20.63,44,1020,31.61,E,f
Cairo,EG,2026-05-02 17:00:00+00,27.42,36,1007,31.50,N,t
Riyadh,SA,2026-05-02 17:00:00+00,33.05,11,1008,14.90,NW,f
Dubai,AE,2026-05-02 17:00:00+00,34.96,20,1006,5.54,W,f
Baghdad,IQ,2026-05-02 17:00:00+00,29.95,35,1007,12.96,NNE,t
Beirut,LB,2026-05-02 17:00:00+00,21.88,68,1009,21.31,NNE,t
Amman,JO,2026-05-02 17:00:00+00,23.05,27,1008,0.00,N,t
Kuwait City,KW,2026-05-02 17:00:00+00,27.10,56,1006,17.50,ESE,t
Doha,QA,2026-05-02 17:00:00+00,30.97,32,1006,9.25,E,f
Casablanca,MA,2026-05-02 17:00:00+00,19.13,63,1017,12.96,NNE,t
Tunisia,TN,2026-05-02 17:00:00+00,23.38,28,1019,30.96,E,f
