city,country,observation_timestamp,temp_avg_c,humidity_pct,pressure_hpa,wind_speed_kmh,wind_direction,rain_tomorrow
Cairo,EG,2026-05-19 21:00:00+00,25.42,36,1014,22.21,NE,t
Riyadh,SA,2026-05-19 21:00:00+00,31.66,15,1007,4.36,NW,f
Dubai,AE,2026-05-19 21:00:00+00,30.96,33,1002,12.96,S,f
Baghdad,IQ,2026-05-19 21:00:00+00,24.95,31,1006,14.83,NW,t
Beirut,LB,2026-05-19 21:00:00+00,20.77,70,1012,14.69,S,t
Amman,JO,2026-05-19 21:00:00+00,18.05,36,1014,7.42,W,f
Kuwait City,KW,2026-05-19 21:00:00+00,32.66,32,1005,27.18,NNW,f
Doha,QA,2026-05-19 21:00:00+00,33.57,29,1002,18.50,S,f
Casablanca,MA,2026-05-19 21:00:00+00,19.13,77,1021,14.83,E,t
Tunisia,TN,2026-05-19 21:00:00+00,25.09,26,1022,7.38,NE,f
Cairo,EG,2026-05-19 20:00:00+00,25.42,33,1014,27.79,NE,f
Riyadh,SA,2026-05-19 20:00:00+00,33.15,13,1007,7.96,NNW,f
Dubai,AE,2026-05-19 20:00:00+00,30.96,35,1003,12.96,S,t
Baghdad,IQ,2026-05-19 20:00:00+00,26.95,28,1006,22.21,NW,t
Beirut,LB,2026-05-19 20:00:00+00,20.77,67,1012,22.50,WSW,t
Amman,JO,2026-05-19 20:00:00+00,18.05,36,1014,9.25,W,f
Kuwait City,KW,2026-05-19 20:00:00+00,32.66,38,1005,31.46,NNW,f
Doha,QA,2026-05-19 20:00:00+00,33.99,27,1002,20.38,S,f
Casablanca,MA,2026-05-19 20:00:00+00,19.13,77,1020,14.83,ENE,f
Tunisia,TN,2026-05-19 20:00:00+00,25.86,24,1021,10.48,W,f
Cairo,EG,2026-05-19 19:00:00+00,26.42,34,1013,29.63,NE,t
Riyadh,SA,2026-05-19 19:00:00+00,34.12,12,1006,11.74,NNW,f
Dubai,AE,2026-05-19 19:00:00+00,32.96,27,1004,11.12,S,f
Baghdad,IQ,2026-05-19 19:00:00+00,26.95,28,1005,18.50,NW,t
Beirut,LB,2026-05-19 19:00:00+00,20.21,71,1011,12.64,SE,t
Amman,JO,2026-05-19 19:00:00+00,19.05,39,1014,7.42,W,t
Kuwait City,KW,2026-05-19 19:00:00+00,30.44,51,1004,19.30,N,t
Doha,QA,2026-05-19 19:00:00+00,33.16,35,1003,14.83,S,f
Casablanca,MA,2026-05-19 19:00:00+00,20.19,68,1019,11.12,ENE,f
Tunisia,TN,2026-05-19 19:00:00+00,26.85,23,1020,17.32,W,f
Cairo,EG,2026-05-19 18:00:00+00,28.42,32,1013,33.34,NE,t
Riyadh,SA,2026-05-19 18:00:00+00,35.15,11,1006,12.13,N,f
Dubai,AE,2026-05-19 18:00:00+00,32.96,31,1004,9.25,S,f
Baghdad,IQ,2026-05-19 18:00:00+00,28.95,23,1005,27.79,WNW,f
Beirut,LB,2026-05-19 18:00:00+00,21.32,76,1012,9.86,SSW,t
Amman,JO,2026-05-19 18:00:00+00,21.05,32,1013,18.50,WNW,t
Kuwait City,KW,2026-05-19 18:00:00+00,30.97,31,1003,23.76,N,t
Doha,QA,2026-05-19 18:00:00+00,33.16,36,1003,18.50,SSE,f
Casablanca,MA,2026-05-19 18:00:00+00,20.74,64,1019,12.96,NE,f
Tunisia,TN,2026-05-19 18:00:00+00,28.84,21,1019,20.70,W,f
Cairo,EG,2026-05-19 17:00:00+00,31.42,27,1011,25.92,NNE,f
Riyadh,SA,2026-05-19 17:00:00+00,36.51,10,1005,12.85,NNW,f
Dubai,AE,2026-05-19 17:00:00+00,32.96,35,1004,7.42,SSW,f
Baghdad,IQ,2026-05-19 17:00:00+00,29.95,21,1005,25.92,NW,f
Beirut,LB,2026-05-19 17:00:00+00,21.32,78,1012,11.95,SW,t
Amman,JO,2026-05-19 17:00:00+00,23.05,25,1012,18.50,W,t
Kuwait City,KW,2026-05-19 17:00:00+00,32.16,42,1002,16.56,NNW,f
Doha,QA,2026-05-19 17:00:00+00,33.57,31,1003,16.67,SSE,t
Casablanca,MA,2026-05-19 17:00:00+00,20.74,60,1019,12.96,ENE,f
Tunisia,TN,2026-05-19 17:00:00+00,29.24,20,1019,17.86,W,f
Cairo,EG,2026-05-19 16:00:00+00,33.42,24,1010,24.08,N,f
Riyadh,SA,2026-05-19 16:00:00+00,37.70,9,1005,15.70,NW,f
Dubai,AE,2026-05-19 16:00:00+00,32.96,33,1004,11.12,WSW,f
Baghdad,IQ,2026-05-19 16:00:00+00,31.95,18,1003,38.88,WNW,f
Beirut,LB,2026-05-19 16:00:00+00,22.99,77,1012,4.97,SW,t
Amman,JO,2026-05-19 16:00:00+00,24.05,22,1012,22.21,W,t
Kuwait City,KW,2026-05-19 16:00:00+00,32.90,41,1001,15.44,NNW,f
Doha,QA,2026-05-19 16:00:00+00,32.99,40,1003,18.50,SSE,f
Casablanca,MA,2026-05-19 16:00:00+00,20.74,60,1020,14.83,NNE,f
Tunisia,TN,2026-05-19 16:00:00+00,30.77,20,1019,15.95,W,f
Cairo,EG,2026-05-19 15:00:00+00,33.42,22,1009,20.38,N,f
Riyadh,SA,2026-05-19 15:00:00+00,39.64,8,1005,22.00,NW,f
Dubai,AE,2026-05-19 15:00:00+00,32.96,35,1003,12.96,W,f
Baghdad,IQ,2026-05-19 15:00:00+00,31.95,19,1003,37.04,W,f
Beirut,LB,2026-05-19 15:00:00+00,23.54,73,1011,5.94,WSW,t
Amman,JO,2026-05-19 15:00:00+00,26.05,25,1011,25.92,W,f
Kuwait City,KW,2026-05-19 15:00:00+00,33.94,45,1001,21.85,NW,t
Doha,QA,2026-05-19 15:00:00+00,32.99,38,1003,18.50,SSE,f
Casablanca,MA,2026-05-19 15:00:00+00,20.74,60,1020,12.96,NE,f
Tunisia,TN,2026-05-19 15:00:00+00,30.50,20,1019,14.87,W,f
Cairo,EG,2026-05-19 14:00:00+00,34.42,21,1009,22.21,N,f
Riyadh,SA,2026-05-19 14:00:00+00,41.17,7,1004,26.68,NW,f
Dubai,AE,2026-05-19 14:00:00+00,32.96,40,1003,16.67,W,f
Baghdad,IQ,2026-05-19 14:00:00+00,31.95,19,1003,33.34,W,f
Beirut,LB,2026-05-19 14:00:00+00,24.10,71,1012,3.06,SW,t
Amman,JO,2026-05-19 14:00:00+00,26.05,15,1011,27.79,W,f
Kuwait City,KW,2026-05-19 14:00:00+00,33.68,48,1001,17.96,NW,t
Doha,QA,2026-05-19 14:00:00+00,32.99,38,1003,18.50,SSE,f
Casablanca,MA,2026-05-19 14:00:00+00,20.74,60,1021,12.96,NE,f
Tunisia,TN,2026-05-19 14:00:00+00,30.08,21,1020,10.30,WSW,f
Cairo,EG,2026-05-19 13:00:00+00,34.42,20,1010,22.21,NNW,f
Riyadh,SA,2026-05-19 13:00:00+00,42.27,7,1004,26.53,WNW,f
Dubai,AE,2026-05-19 13:00:00+00,33.96,38,1003,22.21,WNW,f
Baghdad,IQ,2026-05-19 13:00:00+00,32.95,21,1002,31.50,W,f
Beirut,LB,2026-05-19 13:00:00+00,23.54,71,1012,7.31,WSW,t
Amman,JO,2026-05-19 13:00:00+00,26.05,19,1011,27.79,WNW,f
Kuwait City,KW,2026-05-19 13:00:00+00,35.37,44,1001,14.80,WNW,f
Doha,QA,2026-05-19 13:00:00+00,34.99,31,1003,16.67,ESE,t
Casablanca,MA,2026-05-19 13:00:00+00,20.74,56,1021,12.96,ENE,f
Tunisia,TN,2026-05-19 13:00:00+00,29.21,22,1020,5.76,W,f
Cairo,EG,2026-05-19 12:00:00+00,33.42,21,1010,14.83,N,f
Riyadh,SA,2026-05-19 12:00:00+00,41.67,7,1005,22.68,W,f
Dubai,AE,2026-05-19 12:00:00+00,33.96,38,1003,18.50,W,f
Baghdad,IQ,2026-05-19 12:00:00+00,32.95,22,1002,25.92,W,f
Beirut,LB,2026-05-19 12:00:00+00,24.65,71,1012,7.45,SW,t
Amman,JO,2026-05-19 12:00:00+00,26.05,25,1012,33.34,W,f
Kuwait City,KW,2026-05-19 12:00:00+00,35.54,46,1001,23.08,WNW,f
Doha,QA,2026-05-19 12:00:00+00,36.99,25,1003,14.83,E,f
Casablanca,MA,2026-05-19 12:00:00+00,20.74,60,1021,11.12,ENE,f
Tunisia,TN,2026-05-19 12:00:00+00,28.70,26,1021,4.64,WNW,f
Cairo,EG,2026-05-19 11:00:00+00,33.42,22,1011,12.96,NNE,f
Riyadh,SA,2026-05-19 11:00:00+00,41.60,7,1006,22.64,W,f
Dubai,AE,2026-05-19 11:00:00+00,34.96,29,1004,24.08,WNW,f
Baghdad,IQ,2026-05-19 11:00:00+00,31.95,25,1002,33.34,W,f
Beirut,LB,2026-05-19 11:00:00+00,23.54,75,1012,12.24,WSW,t
Amman,JO,2026-05-19 11:00:00+00,25.05,22,1012,27.79,SSW,t
Kuwait City,KW,2026-05-19 11:00:00+00,35.49,45,1001,17.96,WNW,f
Doha,QA,2026-05-19 11:00:00+00,35.99,36,1004,12.96,E,f
Casablanca,MA,2026-05-19 11:00:00+00,20.18,64,1021,9.25,E,f
Tunisia,TN,2026-05-19 11:00:00+00,27.44,30,1021,2.59,NNW,f
Cairo,EG,2026-05-19 10:00:00+00,31.42,25,1012,16.67,N,t
Riyadh,SA,2026-05-19 10:00:00+00,41.45,7,1007,21.10,W,f
Dubai,AE,2026-05-19 10:00:00+00,34.96,34,1004,18.50,W,f
Baghdad,IQ,2026-05-19 10:00:00+00,29.95,28,1003,27.79,WNW,t
Beirut,LB,2026-05-19 10:00:00+00,23.54,73,1012,11.38,WSW,t
Amman,JO,2026-05-19 10:00:00+00,24.05,23,1012,31.50,W,t
Kuwait City,KW,2026-05-19 10:00:00+00,34.78,42,1002,7.34,WNW,f
Doha,QA,2026-05-19 10:00:00+00,40.57,10,1004,11.12,NW,f
Casablanca,MA,2026-05-19 10:00:00+00,19.07,68,1021,11.12,ENE,f
Tunisia,TN,2026-05-19 10:00:00+00,25.88,35,1022,3.56,ENE,f
Cairo,EG,2026-05-19 09:00:00+00,29.42,26,1013,12.96,NNE,t
Riyadh,SA,2026-05-19 09:00:00+00,39.82,8,1008,25.63,W,f
Dubai,AE,2026-05-19 09:00:00+00,34.96,29,1004,11.12,W,f
Baghdad,IQ,2026-05-19 09:00:00+00,28.95,30,1003,24.08,W,t
Beirut,LB,2026-05-19 09:00:00+00,23.54,72,1012,16.81,SW,t
Amman,JO,2026-05-19 09:00:00+00,23.05,20,1012,31.50,W,t
Kuwait City,KW,2026-05-19 09:00:00+00,33.68,44,1003,2.41,NE,f
Doha,QA,2026-05-19 09:00:00+00,39.57,12,1005,14.83,W,f
Casablanca,MA,2026-05-19 09:00:00+00,18.07,72,1021,11.12,ENE,f
Tunisia,TN,2026-05-19 09:00:00+00,23.89,41,1022,5.51,E,f
Cairo,EG,2026-05-19 08:00:00+00,28.42,30,1013,14.83,NNE,t
Riyadh,SA,2026-05-19 08:00:00+00,38.83,8,1009,28.58,WSW,f
Dubai,AE,2026-05-19 08:00:00+00,32.96,35,1005,12.96,SW,f
Baghdad,IQ,2026-05-19 08:00:00+00,31.54,20,1004,25.20,W,f
Beirut,LB,2026-05-19 08:00:00+00,22.99,74,1012,21.74,SW,t
Amman,JO,2026-05-19 08:00:00+00,23.05,20,1013,29.63,WSW,t
Kuwait City,KW,2026-05-19 08:00:00+00,33.08,44,1003,4.64,E,f
Doha,QA,2026-05-19 08:00:00+00,37.57,13,1006,16.67,WSW,f
Casablanca,MA,2026-05-19 08:00:00+00,17.02,74,1021,9.25,E,f
Tunisia,TN,2026-05-19 08:00:00+00,22.30,46,1021,7.09,ENE,f
Cairo,EG,2026-05-19 07:00:00+00,26.42,29,1012,16.67,NE,t
Riyadh,SA,2026-05-19 07:00:00+00,36.97,9,1010,25.85,WSW,f
Dubai,AE,2026-05-19 07:00:00+00,31.96,40,1006,11.12,N,t
Baghdad,IQ,2026-05-19 07:00:00+00,26.95,39,1005,24.08,WNW,f
Beirut,LB,2026-05-19 07:00:00+00,22.43,67,1012,25.02,SW,t
Amman,JO,2026-05-19 07:00:00+00,21.05,19,1012,29.63,W,t
Kuwait City,KW,2026-05-19 07:00:00+00,33.50,53,1003,3.78,NNE,t
Doha,QA,2026-05-19 07:00:00+00,35.97,14,1006,12.96,WSW,f
Casablanca,MA,2026-05-19 07:00:00+00,17.02,72,1021,7.42,E,f
Tunisia,TN,2026-05-19 07:00:00+00,20.73,51,1021,9.36,ENE,f
Cairo,EG,2026-05-19 06:00:00+00,24.42,43,1013,20.38,NE,t
Riyadh,SA,2026-05-19 06:00:00+00,34.64,11,1010,22.54,WSW,f
Dubai,AE,2026-05-19 06:00:00+00,29.96,45,1006,14.83,SW,t
Baghdad,IQ,2026-05-19 06:00:00+00,24.95,41,1005,24.08,WNW,t
Beirut,LB,2026-05-19 06:00:00+00,22.99,57,1011,24.05,SW,t
Amman,JO,2026-05-19 06:00:00+00,20.05,24,1012,31.50,W,t
Kuwait City,KW,2026-05-19 06:00:00+00,32.30,55,1004,1.55,SSW,t
Doha,QA,2026-05-19 06:00:00+00,33.16,20,1007,9.25,SW,f
Casablanca,MA,2026-05-19 06:00:00+00,17.02,72,1020,9.25,E,f
Tunisia,TN,2026-05-19 06:00:00+00,19.50,56,1021,11.99,ENE,f
Cairo,EG,2026-05-19 05:00:00+00,22.42,68,1013,20.38,NE,t
Riyadh,SA,2026-05-19 05:00:00+00,32.88,14,1010,18.83,SW,f
Dubai,AE,2026-05-19 05:00:00+00,27.96,47,1006,20.38,S,t
Baghdad,IQ,2026-05-19 05:00:00+00,24.95,38,1005,24.08,WNW,t
Beirut,LB,2026-05-19 05:00:00+00,20.77,59,1011,23.65,SSW,t
Amman,JO,2026-05-19 05:00:00+00,20.05,28,1012,29.63,W,t
Kuwait City,KW,2026-05-19 05:00:00+00,30.81,54,1004,3.60,SSE,t
Doha,QA,2026-05-19 05:00:00+00,30.57,25,1007,11.12,SW,f
Casablanca,MA,2026-05-19 05:00:00+00,17.02,77,1020,9.25,E,f
Tunisia,TN,2026-05-19 05:00:00+00,18.05,62,1020,11.92,ENE,f
Cairo,EG,2026-05-19 04:00:00+00,21.42,68,1012,22.21,NE,t
Riyadh,SA,2026-05-19 04:00:00+00,29.97,19,1010,12.67,SW,f
Dubai,AE,2026-05-19 04:00:00+00,25.96,53,1006,16.67,S,t
Baghdad,IQ,2026-05-19 04:00:00+00,23.95,41,1005,22.21,WNW,f
Beirut,LB,2026-05-19 04:00:00+00,17.43,63,1011,19.98,SSW,t
Amman,JO,2026-05-19 04:00:00+00,20.05,32,1012,27.79,WSW,t
Kuwait City,KW,2026-05-19 04:00:00+00,29.61,55,1003,6.01,SSW,t
Doha,QA,2026-05-19 04:00:00+00,28.57,35,1007,11.12,WSW,f
Casablanca,MA,2026-05-19 04:00:00+00,17.02,72,1020,7.42,ENE,f
Tunisia,TN,2026-05-19 04:00:00+00,17.76,59,1020,12.38,ENE,f
Cairo,EG,2026-05-19 03:00:00+00,22.42,64,1012,22.21,NNE,t
Riyadh,SA,2026-05-19 03:00:00+00,27.88,17,1010,11.09,SW,f
Dubai,AE,2026-05-19 03:00:00+00,24.96,53,1005,16.67,SSW,t
Baghdad,IQ,2026-05-19 03:00:00+00,24.95,33,1004,18.50,WNW,t
Beirut,LB,2026-05-19 03:00:00+00,17.99,64,1010,21.71,SSW,t
Amman,JO,2026-05-19 03:00:00+00,20.05,34,1011,31.50,W,t
Kuwait City,KW,2026-05-19 03:00:00+00,27.10,77,1003,3.20,SSE,t
Doha,QA,2026-05-19 03:00:00+00,27.57,44,1006,11.12,WSW,f
Casablanca,MA,2026-05-19 03:00:00+00,17.02,72,1020,9.25,ENE,f
Tunisia,TN,2026-05-19 03:00:00+00,18.17,52,1019,16.02,E,f
Cairo,EG,2026-05-19 02:00:00+00,22.42,60,1012,20.38,NNE,t
Riyadh,SA,2026-05-19 02:00:00+00,26.98,17,1009,10.84,SW,f
Dubai,AE,2026-05-19 02:00:00+00,24.96,57,1005,16.67,S,t
Baghdad,IQ,2026-05-19 02:00:00+00,25.95,31,1004,20.38,WNW,t
Beirut,LB,2026-05-19 02:00:00+00,17.99,59,1009,19.33,SSW,t
Amman,JO,2026-05-19 02:00:00+00,21.05,30,1011,25.92,W,f
Kuwait City,KW,2026-05-19 02:00:00+00,28.54,41,1003,2.38,WNW,t
Doha,QA,2026-05-19 02:00:00+00,26.57,46,1006,9.25,SW,f
Casablanca,MA,2026-05-19 02:00:00+00,17.02,72,1020,7.42,ENE,f
Tunisia,TN,2026-05-19 02:00:00+00,18.55,49,1019,18.22,E,f
Cairo,EG,2026-05-19 01:00:00+00,23.42,53,1011,18.50,NNE,t
Riyadh,SA,2026-05-19 01:00:00+00,27.23,17,1009,11.12,SSW,f
Dubai,AE,2026-05-19 01:00:00+00,24.96,57,1004,12.96,S,t
Baghdad,IQ,2026-05-19 01:00:00+00,25.95,31,1003,18.50,WNW,t
Beirut,LB,2026-05-19 01:00:00+00,18.54,54,1010,23.51,SSW,t
Amman,JO,2026-05-19 01:00:00+00,22.05,24,1011,25.92,W,f
Kuwait City,KW,2026-05-19 01:00:00+00,29.82,37,1002,7.63,WSW,t
Doha,QA,2026-05-19 01:00:00+00,26.97,43,1006,11.12,SW,f
Casablanca,MA,2026-05-19 01:00:00+00,17.02,72,1021,7.42,ENE,f
Tunisia,TN,2026-05-19 01:00:00+00,19.55,47,1019,15.08,E,f
Cairo,EG,2026-05-19 00:00:00+00,23.42,56,1011,18.50,ENE,t
Riyadh,SA,2026-05-19 00:00:00+00,27.68,17,1009,10.51,SW,f
Dubai,AE,2026-05-19 00:00:00+00,25.96,57,1004,14.83,S,t
Baghdad,IQ,2026-05-19 00:00:00+00,26.95,29,1003,14.83,NW,t
Beirut,LB,2026-05-19 00:00:00+00,18.54,56,1010,25.06,SSW,t
Amman,JO,2026-05-19 00:00:00+00,22.05,24,1011,29.63,W,f
Kuwait City,KW,2026-05-19 00:00:00+00,29.24,35,1003,10.22,SSW,t
Doha,QA,2026-05-19 00:00:00+00,27.97,41,1005,7.42,WSW,f
Casablanca,MA,2026-05-19 00:00:00+00,17.02,77,1021,7.42,NE,f
Tunisia,TN,2026-05-19 00:00:00+00,20.50,42,1019,12.96,E,f
Cairo,EG,2026-05-18 23:00:00+00,24.42,50,1012,20.38,NE,t
Riyadh,SA,2026-05-18 23:00:00+00,28.28,17,1009,9.65,S,f
Dubai,AE,2026-05-18 23:00:00+00,25.96,57,1004,12.96,S,t
Baghdad,IQ,2026-05-18 23:00:00+00,27.95,26,1004,16.67,NNW,t
Beirut,LB,2026-05-18 23:00:00+00,18.54,56,1010,24.30,SSW,t
Amman,JO,2026-05-18 23:00:00+00,23.05,23,1011,27.79,W,f
Kuwait City,KW,2026-05-18 23:00:00+00,27.10,72,1003,12.82,S,t
Doha,QA,2026-05-18 23:00:00+00,28.57,37,1006,9.25,WNW,f
Casablanca,MA,2026-05-18 23:00:00+00,17.02,72,1021,5.54,ENE,f
Tunisia,TN,2026-05-18 23:00:00+00,21.58,39,1019,5.44,ENE,f
Cairo,EG,2026-05-18 22:00:00+00,26.90,34,1012,17.28,NNE,t
Riyadh,SA,2026-05-18 22:00:00+00,28.16,17,1010,6.48,S,f
Dubai,AE,2026-05-18 22:00:00+00,27.96,54,1005,11.12,SSW,t
Baghdad,IQ,2026-05-18 22:00:00+00,28.95,24,1004,11.12,NW,t
Beirut,LB,2026-05-18 22:00:00+00,19.10,57,1010,24.16,SSW,t
Amman,JO,2026-05-18 22:00:00+00,23.05,25,1011,25.92,W,f
Kuwait City,KW,2026-05-18 22:00:00+00,27.10,68,1003,16.74,S,t
Doha,QA,2026-05-18 22:00:00+00,29.57,32,1006,12.96,NW,t
Casablanca,MA,2026-05-18 22:00:00+00,17.02,72,1021,9.25,ENE,f
Tunisia,TN,2026-05-18 22:00:00+00,22.42,39,1018,10.37,WNW,f
Cairo,EG,2026-05-18 21:00:00+00,26.90,34,1012,21.92,NNE,t
Riyadh,SA,2026-05-18 21:00:00+00,28.54,17,1011,2.02,S,f
Dubai,AE,2026-05-18 21:00:00+00,27.96,54,1005,12.96,SW,t
Baghdad,IQ,2026-05-18 21:00:00+00,28.95,24,1003,12.96,NW,t
Beirut,LB,2026-05-18 21:00:00+00,19.65,57,1010,26.17,SSW,t
Amman,JO,2026-05-18 21:00:00+00,24.05,25,1012,25.92,WSW,t
Kuwait City,KW,2026-05-18 21:00:00+00,27.10,67,1004,19.22,SSE,t
Doha,QA,2026-05-18 21:00:00+00,29.57,31,1007,12.96,NW,t
Casablanca,MA,2026-05-18 21:00:00+00,17.02,72,1021,11.12,NE,f
Tunisia,TN,2026-05-18 21:00:00+00,22.97,38,1018,15.41,WNW,f
Cairo,EG,2026-05-18 20:00:00+00,29.42,30,1012,20.38,NNE,t
Riyadh,SA,2026-05-18 20:00:00+00,28.99,16,1011,3.60,NNE,t
Dubai,AE,2026-05-18 20:00:00+00,28.96,51,1006,11.12,WSW,t
Baghdad,IQ,2026-05-18 20:00:00+00,30.95,22,1003,9.25,WNW,f
Beirut,LB,2026-05-18 20:00:00+00,20.21,55,1011,26.10,SSW,t
Amman,JO,2026-05-18 20:00:00+00,24.05,25,1012,20.38,W,t
Kuwait City,KW,2026-05-18 20:00:00+00,27.66,61,1005,21.28,SSE,t
Doha,QA,2026-05-18 20:00:00+00,29.57,30,1007,18.50,NW,t
Casablanca,MA,2026-05-18 20:00:00+00,18.07,67,1020,11.12,NNE,f
Tunisia,TN,2026-05-18 20:00:00+00,23.62,36,1018,19.26,WNW,f
Cairo,EG,2026-05-18 19:00:00+00,29.42,34,1012,20.38,ENE,t
Riyadh,SA,2026-05-18 19:00:00+00,30.17,15,1011,6.73,NE,f
Dubai,AE,2026-05-18 19:00:00+00,28.96,51,1006,12.96,W,t
Baghdad,IQ,2026-05-18 19:00:00+00,30.95,22,1003,11.12,NNW,f
Beirut,LB,2026-05-18 19:00:00+00,20.77,66,1010,27.40,SSW,t
Amman,JO,2026-05-18 19:00:00+00,25.05,23,1011,25.92,W,t
Kuwait City,KW,2026-05-18 19:00:00+00,27.66,61,1005,27.97,SSE,t
Doha,QA,2026-05-18 19:00:00+00,30.57,22,1008,25.92,NNW,f
Casablanca,MA,2026-05-18 19:00:00+00,19.13,63,1020,12.96,NE,t
Tunisia,TN,2026-05-18 19:00:00+00,24.19,32,1017,15.66,W,f
Cairo,EG,2026-05-18 18:00:00+00,30.42,32,1011,29.63,NE,t
Riyadh,SA,2026-05-18 18:00:00+00,31.14,14,1011,9.76,NE,f
Dubai,AE,2026-05-18 18:00:00+00,28.96,54,1007,16.67,W,t
Baghdad,IQ,2026-05-18 18:00:00+00,32.95,18,1002,11.12,NNW,f
Beirut,LB,2026-05-18 18:00:00+00,21.88,63,1010,23.76,SW,t
Amman,JO,2026-05-18 18:00:00+00,25.05,25,1011,24.08,WNW,t
Kuwait City,KW,2026-05-18 18:00:00+00,27.66,58,1005,32.29,SSE,t
Doha,QA,2026-05-18 18:00:00+00,30.97,18,1008,22.21,NW,f
Casablanca,MA,2026-05-18 18:00:00+00,19.13,63,1019,12.96,NNE,t
Tunisia,TN,2026-05-18 18:00:00+00,25.24,30,1016,6.19,SW,f
Cairo,EG,2026-05-18 17:00:00+00,32.42,29,1010,31.50,NE,f
Riyadh,SA,2026-05-18 17:00:00+00,31.86,14,1010,9.58,NE,f
Dubai,AE,2026-05-18 17:00:00+00,28.96,54,1006,20.38,W,t
Baghdad,IQ,2026-05-18 17:00:00+00,32.95,17,1001,14.83,NNW,f
Beirut,LB,2026-05-18 17:00:00+00,21.88,73,1010,23.00,SSW,t
Amman,JO,2026-05-18 17:00:00+00,26.05,22,1010,27.79,WNW,f
Kuwait City,KW,2026-05-18 17:00:00+00,27.66,58,1004,33.16,SSE,t
Doha,QA,2026-05-18 17:00:00+00,31.57,19,1007,18.50,NNW,f
Casablanca,MA,2026-05-18 17:00:00+00,20.19,56,1019,12.96,NE,f
Tunisia,TN,2026-05-18 17:00:00+00,25.88,26,1016,5.22,SW,f
Cairo,EG,2026-05-18 16:00:00+00,34.42,27,1009,24.08,N,f
Riyadh,SA,2026-05-18 16:00:00+00,33.05,13,1009,9.14,NNE,f
Dubai,AE,2026-05-18 16:00:00+00,28.96,54,1006,20.38,W,t
Baghdad,IQ,2026-05-18 16:00:00+00,33.95,16,1001,22.21,NNW,f
Beirut,LB,2026-05-18 16:00:00+00,22.43,74,1009,21.85,SSW,t
Amman,JO,2026-05-18 16:00:00+00,28.05,20,1010,24.08,WNW,t
Kuwait City,KW,2026-05-18 16:00:00+00,27.66,57,1004,32.11,SE,t
Doha,QA,2026-05-18 16:00:00+00,32.57,16,1007,22.21,NNW,f
Casablanca,MA,2026-05-18 16:00:00+00,20.18,56,1019,12.96,NE,t
Tunisia,TN,2026-05-18 16:00:00+00,26.05,26,1016,3.10,S,f
Cairo,EG,2026-05-18 15:00:00+00,35.42,21,1008,18.50,N,f
Riyadh,SA,2026-05-18 15:00:00+00,34.92,11,1009,12.71,N,f
Dubai,AE,2026-05-18 15:00:00+00,29.96,51,1005,24.08,W,t
Baghdad,IQ,2026-05-18 15:00:00+00,35.95,15,1000,33.34,NNW,f
Beirut,LB,2026-05-18 15:00:00+00,24.65,73,1009,20.92,SW,t
Amman,JO,2026-05-18 15:00:00+00,30.75,27,1009,34.92,WNW,f
Kuwait City,KW,2026-05-18 15:00:00+00,28.21,55,1005,31.00,SE,t
Doha,QA,2026-05-18 15:00:00+00,33.97,15,1007,22.21,NNW,f
Casablanca,MA,2026-05-18 15:00:00+00,20.18,56,1020,12.96,ENE,f
Tunisia,TN,2026-05-18 15:00:00+00,26.12,26,1016,3.67,ESE,f
Cairo,EG,2026-05-18 14:00:00+00,35.42,20,1008,20.38,N,f
Riyadh,SA,2026-05-18 14:00:00+00,35.68,9,1010,14.76,N,f
Dubai,AE,2026-05-18 14:00:00+00,30.96,48,1005,25.92,W,t
Baghdad,IQ,2026-05-18 14:00:00+00,36.95,15,1000,25.92,NNW,f
Beirut,LB,2026-05-18 14:00:00+00,26.88,73,1010,22.28,SW,t
Amman,JO,2026-05-18 14:00:00+00,31.05,18,1009,35.17,WNW,f
Kuwait City,KW,2026-05-18 14:00:00+00,28.77,57,1004,23.94,SE,t
Doha,QA,2026-05-18 14:00:00+00,34.99,15,1007,25.92,NNW,f
Casablanca,MA,2026-05-18 14:00:00+00,20.18,56,1020,14.47,NNE,f
Tunisia,TN,2026-05-18 14:00:00+00,25.57,28,1017,5.69,E,f
Cairo,EG,2026-05-18 13:00:00+00,35.42,20,1008,20.38,N,f
Riyadh,SA,2026-05-18 13:00:00+00,35.68,9,1010,14.76,N,f
Dubai,AE,2026-05-18 13:00:00+00,30.96,45,1005,22.21,W,f
Baghdad,IQ,2026-05-18 13:00:00+00,36.95,15,1000,25.92,NNW,f
Beirut,LB,2026-05-18 13:00:00+00,26.88,73,1010,22.28,SW,t
Amman,JO,2026-05-18 13:00:00+00,31.05,18,1009,35.17,WNW,f
Kuwait City,KW,2026-05-18 13:00:00+00,28.77,57,1004,23.94,SE,t
Doha,QA,2026-05-18 13:00:00+00,34.99,15,1007,25.92,NNW,f
Casablanca,MA,2026-05-18 13:00:00+00,20.18,56,1020,14.47,NNE,f
Tunisia,TN,2026-05-18 13:00:00+00,25.57,28,1017,5.69,E,f
Cairo,EG,2026-05-18 12:00:00+00,35.42,15,1009,20.38,N,f
Riyadh,SA,2026-05-18 12:00:00+00,35.67,9,1010,17.64,N,f
Dubai,AE,2026-05-18 12:00:00+00,32.96,38,1005,25.92,W,f
Baghdad,IQ,2026-05-18 12:00:00+00,38.95,15,1000,27.79,WSW,f
